zip,rate
36025,0.1350567138
36107,0.1350567138
36703,0.1350567138
35111,0.1350567138
36912,0.1350567138
35228,0.1350567138
35440,0.1350567138
36736,0.1350567138
35082,0.1350567138
36604,0.1350567138
35031,0.1350567138
35020,0.1350567138
35586,0.1350567138
35127,0.1350567138
35077,0.1350567138
35587,0.1350567138
36075,0.1350567138
36758,0.1350567138
35061,0.1350567138
35221,0.1350567138
35043,0.1350567138
36303,0.1350567138
36611,0.1350567138
36919,0.1350567138
36535,0.1350567138
36265,0.1350567138
35079,0.1350567138
35903,0.1350567138
35470,0.1350567138
35987,0.1350567138
36722,0.1350567138
35186,0.1350567138
35575,0.1350567138
36584,0.1350567138
35444,0.1350567138
36792,0.1350567138
36089,0.1350567138
36529,0.1350567138
36858,0.1350567138
35203,0.1350567138
35139,0.1350567138
36115,0.1350567138
36922,0.1350567138
35064,0.1350567138
35089,0.1350567138
36343,0.1350567138
36022,0.1350567138
35035,0.1350567138
36319,0.1350567138
35446,0.1350567138
35592,0.1350567138
36925,0.1350567138
36256,0.1350567138
35209,0.1350567138
36310,0.1350567138
35204,0.1350567138
36606,0.1350567138
35006,0.1350567138
36203,0.1350567138
36373,0.1350567138
35901,0.1350567138
36352,0.1350567138
35058,0.1350567138
36322,0.1350567138
35063,0.1350567138
36861,0.1350567138
35136,0.1350567138
36314,0.1350567138
36271,0.1350567138
36773,0.1350567138
36436,0.1350567138
36728,0.1350567138
35503,0.1350567138
36301,0.1350567138
36013,0.1350567138
35546,0.1350567138
36206,0.1350567138
35115,0.1350567138
35062,0.1350567138
35016,0.1350567138
36545,0.1350567138
36863,0.1350567138
35462,0.1350567138
35216,0.1350567138
36069,0.1350567138
36867,0.1350567138
35563,0.1350567138
36316,0.1350567138
35205,0.1350567138
36754,0.1350567138
35160,0.1350567138
35543,0.1350567138
35234,0.1350567138
35441,0.1350567138
35961,0.1350567138
36618,0.1350567138
36262,0.1350567138
36521,0.1350567138
36613,0.1350567138
36693,0.1350567138
36401,0.1350567138
35147,0.1350567138
36562,0.1350567138
36769,0.1350567138
35068,0.1350567138
36875,0.1350567138
36748,0.1350567138
36849,0.1350567138
35481,0.1350567138
36003,0.1350567138
36047,0.1350567138
36765,0.1350567138
36907,0.1350567138
35952,0.1350567138
35476,0.1350567138
36083,0.1350567138
35036,0.1350567138
36251,0.1350567138
35044,0.1350567138
36854,0.1350567138
35224,0.1350567138
36266,0.1350567138
36080,0.1350567138
35222,0.1350567138
35219,0.1350567138
35052,0.1350567138
35295,0.1350567138
35296,0.1350567138
35297,0.1350567138
35290,0.1350567138
35291,0.1350567138
35292,0.1350567138
35293,0.1350567138
35298,0.1350567138
35471,0.1350567138
35477,0.1350567138
35478,0.1350567138
36660,0.1350567138
36663,0.1350567138
36461,0.1350567138
35220,0.1350567138
36141,0.1350567138
36140,0.1350567138
36142,0.1350567138
36371,0.1350567138
36590,0.1350567138
35255,0.1350567138
36702,0.1350567138
36068,0.1350567138
35182,0.1350567138
35185,0.1350567138
35187,0.1350567138
36512,0.1350567138
35448,0.1350567138
35253,0.1350567138
36652,0.1350567138
35559,0.1350567138
35560,0.1350567138
35074,0.1350567138
36261,0.1350567138
36015,0.1350567138
36568,0.1350567138
36601,0.1350567138
36872,0.1350567138
36689,0.1350567138
36685,0.1350567138
35202,0.1350567138
35201,0.1350567138
35048,0.1350567138
36764,0.1350567138
36766,0.1350567138
35902,0.1350567138
35288,0.1350567138
35282,0.1350567138
35287,0.1350567138
36254,0.1350567138
36257,0.1350567138
36253,0.1350567138
36045,0.1350567138
36691,0.1350567138
35161,0.1350567138
35468,0.1350567138
36671,0.1350567138
36670,0.1350567138
36470,0.1350567138
35283,0.1350567138
35545,0.1350567138
36803,0.1350567138
36361,0.1350567138
35259,0.1350567138
36131,0.1350567138
36132,0.1350567138
36133,0.1350567138
36134,0.1350567138
36135,0.1350567138
35013,0.1350567138
35015,0.1350567138
36072,0.1350567138
36504,0.1350567138
36503,0.1350567138
36202,0.1350567138
36204,0.1350567138
35112,0.1350567138
36628,0.1350567138
36625,0.1350567138
36427,0.1350567138
35573,0.1350567138
35577,0.1350567138
36118,0.1350567138
36119,0.1350567138
35261,0.1350567138
35260,0.1350567138
35266,0.1350567138
36101,0.1350567138
36103,0.1350567138
36102,0.1350567138
36745,0.1350567138
35407,0.1350567138
35403,0.1350567138
35402,0.1350567138
36023,0.1350567138
35144,0.1350567138
35149,0.1350567138
36616,0.1350567138
35485,0.1350567138
35486,0.1350567138
35482,0.1350567138
36458,0.1350567138
35236,0.1350567138
35237,0.1350567138
35232,0.1350567138
35231,0.1350567138
35238,0.1350567138
35142,0.1350567138
36802,0.1350567138
36349,0.1350567138
36633,0.1350567138
36630,0.1350567138
35038,0.1350567138
35032,0.1350567138
36057,0.1350567138
36267,0.1350567138
36640,0.1350567138
36641,0.1350567138
36644,0.1350567138
35551,0.1350567138
36831,0.1350567138
36313,0.1350567138
35246,0.1350567138
35249,0.1350567138
36125,0.1350567138
36124,0.1350567138
36123,0.1350567138
36121,0.1350567138
36120,0.1350567138
36721,0.1350567138
35123,0.1350567138
35502,0.1350567138
36865,0.1350567138
99841,0.1251384698
99824,0.1251384698
99801,0.1251384698
99812,0.1251384698
99821,0.1251384698
99811,0.1251384698
99803,0.1251384698
99802,0.1251384698
99918,0.2869302273
99720,0.2869302273
99926,0.2869302273
99830,0.2869302273
99840,0.2869302273
99901,0.2869302273
99921,0.2869302273
99925,0.2869302273
99827,0.2869302273
99738,0.2869302273
99764,0.2869302273
99726,0.2869302273
99780,0.2869302273
99929,0.2869302273
99737,0.2869302273
99922,0.2869302273
99923,0.2869302273
99919,0.2869302273
99835,0.2869302273
99950,0.2869302273
99927,0.2869302273
99776,0.2869302273
48762,0.1408569157
49777,0.1408569157
49753,0.1408569157
49747,0.1408569157
49707,0.1408569157
49709,0.1408569157
49744,0.1408569157
49776,0.1408569157
48728,0.1408569157
49746,0.1408569157
49766,0.1408569157
52236,0.1321751216
52301,0.1321751216
52203,0.1321751216
52307,0.1321751216
52334,0.1321751216
52204,0.1321751216
24360,0.1081428366
24210,0.1081428366
24605,0.1081428366
24133,0.1081428366
24594,0.1081428366
24606,0.1081428366
24230,0.1081428366
24088,0.1081428366
24317,0.1081428366
24348,0.1081428366
24236,0.1081428366
24541,0.1081428366
24091,0.1081428366
24012,0.1081428366
24141,0.1081428366
24314,0.1081428366
24085,0.1081428366
22922,0.1081428366
24201,0.1081428366
24523,0.1081428366
24121,0.1081428366
24641,0.1081428366
24366,0.1081428366
24323,0.1081428366
24104,0.1081428366
22937,0.1081428366
24630,0.1081428366
24322,0.1081428366
24101,0.1081428366
24251,0.1081428366
24089,0.1081428366
24562,0.1081428366
24161,0.1081428366
24272,0.1081428366
24016,0.1081428366
24058,0.1081428366
24184,0.1081428366
24168,0.1081428366
24093,0.1081428366
22976,0.1081428366
24073,0.1081428366
24554,0.1081428366
24124,0.1081428366
24520,0.1081428366
24137,0.1081428366
24162,0.1081428366
22971,0.1081428366
24148,0.1081428366
24590,0.1081428366
24256,0.1081428366
24083,0.1081428366
24069,0.1081428366
24211,0.1081428366
24361,0.1081428366
22969,0.1081428366
24325,0.1081428366
24343,0.1081428366
24607,0.1081428366
24054,0.1081428366
24588,0.1081428366
24019,0.1081428366
24226,0.1081428366
24657,0.1081428366
24381,0.1081428366
24220,0.1081428366
24122,0.1081428366
24350,0.1081428366
24070,0.1081428366
24167,0.1081428366
24503,0.1081428366
24572,0.1081428366
24549,0.1081428366
24619,0.1081428366
24086,0.1081428366
24138,0.1081428366
22967,0.1081428366
24527,0.1081428366
24269,0.1081428366
24061,0.1081428366
24219,0.1081428366
24142,0.1081428366
24132,0.1081428366
24102,0.1081428366
24368,0.1081428366
24347,0.1081428366
24622,0.1081428366
24090,0.1081428366
24043,0.1081428366
24313,0.1081428366
24224,0.1081428366
24522,0.1081428366
24084,0.1081428366
24279,0.1081428366
24312,0.1081428366
24540,0.1081428366
24185,0.1081428366
22946,0.1081428366
24352,0.1081428366
24244,0.1081428366
24239,0.1081428366
24293,0.1081428366
24614,0.1081428366
24370,0.1081428366
24095,0.1081428366
22920,0.1081428366
24566,0.1081428366
24271,0.1081428366
24324,0.1081428366
24579,0.1081428366
24555,0.1081428366
22931,0.1081428366
24521,0.1081428366
24273,0.1081428366
24092,0.1081428366
24649,0.1081428366
24015,0.1081428366
24147,0.1081428366
22964,0.1081428366
24260,0.1081428366
24055,0.1081428366
24128,0.1081428366
24380,0.1081428366
24174,0.1081428366
24377,0.1081428366
24018,0.1081428366
24536,0.1081428366
24530,0.1081428366
24082,0.1081428366
24378,0.1081428366
24067,0.1081428366
24375,0.1081428366
24382,0.1081428366
22949,0.1081428366
24311,0.1081428366
22959,0.1081428366
24570,0.1081428366
24639,0.1081428366
24502,0.1081428366
24506,0.1081428366
24053,0.1081428366
24134,0.1081428366
24129,0.1081428366
24581,0.1081428366
24175,0.1081428366
24301,0.1081428366
24136,0.1081428366
24315,0.1081428366
24501,0.1081428366
24318,0.1081428366
24258,0.1081428366
24602,0.1081428366
24250,0.1081428366
24245,0.1081428366
24112,0.1081428366
22903,0.1081428366
24149,0.1081428366
24120,0.1081428366
24538,0.1081428366
24151,0.1081428366
24059,0.1081428366
24551,0.1081428366
24326,0.1081428366
24150,0.1081428366
24217,0.1081428366
24087,0.1081428366
24076,0.1081428366
24351,0.1081428366
24292,0.1081428366
24060,0.1081428366
24078,0.1081428366
24558,0.1081428366
24270,0.1081428366
24651,0.1081428366
24225,0.1081428366
24064,0.1081428366
22902,0.1081428366
24620,0.1081428366
24533,0.1081428366
24631,0.1081428366
24014,0.1081428366
24126,0.1081428366
24228,0.1081428366
24290,0.1081428366
24550,0.1081428366
24013,0.1081428366
24216,0.1081428366
24574,0.1081428366
24354,0.1081428366
24531,0.1081428366
24637,0.1081428366
24127,0.1081428366
24011,0.1081428366
24556,0.1081428366
24105,0.1081428366
24079,0.1081428366
24504,0.1081428366
24603,0.1081428366
24646,0.1081428366
24340,0.1081428366
24077,0.1081428366
24599,0.1081428366
24176,0.1081428366
24165,0.1081428366
24597,0.1081428366
24571,0.1081428366
24202,0.1081428366
24017,0.1081428366
24171,0.1081428366
24316,0.1081428366
24179,0.1081428366
24319,0.1081428366
24280,0.1081428366
24656,0.1081428366
24526,0.1081428366
24634,0.1081428366
24065,0.1081428366
24153,0.1081428366
24628,0.1081428366
24586,0.1081428366
24330,0.1081428366
22938,0.1081428366
24266,0.1081428366
24333,0.1081428366
24483,0.1081428366
24609,0.1081428366
24328,0.1081428366
24237,0.1081428366
24374,0.1081428366
24283,0.1081428366
24066,0.1081428366
24072,0.1081428366
24613,0.1081428366
24553,0.1081428366
24363,0.1081428366
24658,0.1081428366
24050,0.1081428366
24595,0.1081428366
24627,0.1081428366
24624,0.1081428366
24001,0.1081428366
24007,0.1081428366
24006,0.1081428366
24005,0.1081428366
24004,0.1081428366
24009,0.1081428366
24008,0.1081428366
24327,0.1081428366
24515,0.1081428366
24514,0.1081428366
24513,0.1081428366
24146,0.1081428366
24640,0.1081428366
24647,0.1081428366
24068,0.1081428366
24063,0.1081428366
24062,0.1081428366
24036,0.1081428366
24032,0.1081428366
24612,0.1081428366
24037,0.1081428366
24034,0.1081428366
24035,0.1081428366
24033,0.1081428366
24030,0.1081428366
24031,0.1081428366
24038,0.1081428366
24178,0.1081428366
24003,0.1081428366
24002,0.1081428366
24042,0.1081428366
24040,0.1081428366
24212,0.1081428366
24177,0.1081428366
24635,0.1081428366
24010,0.1081428366
24505,0.1081428366
24111,0.1081428366
24604,0.1081428366
24601,0.1081428366
24608,0.1081428366
24025,0.1081428366
24024,0.1081428366
24027,0.1081428366
24026,0.1081428366
24020,0.1081428366
24023,0.1081428366
24022,0.1081428366
24029,0.1081428366
24028,0.1081428366
25871,0.1270846171
24860,0.1270846171
25209,0.1270846171
24822,0.1270846171
24853,0.1270846171
25311,0.1270846171
25112,0.1270846171
25070,0.1270846171
25635,0.1270846171
25314,0.1270846171
25061,0.1270846171
24740,0.1270846171
25812,0.1270846171
25186,0.1270846171
25849,0.1270846171
26679,0.1270846171
25570,0.1270846171
25989,0.1270846171
25275,0.1270846171
25843,0.1270846171
25705,0.1270846171
25504,0.1270846171
25547,0.1270846171
25601,0.1270846171
25204,0.1270846171
24868,0.1270846171
25611,0.1270846171
25286,0.1270846171
25981,0.1270846171
25567,0.1270846171
25515,0.1270846171
25313,0.1270846171
25535,0.1270846171
25915,0.1270846171
24872,0.1270846171
25165,0.1270846171
25164,0.1270846171
25108,0.1270846171
25315,0.1270846171
25646,0.1270846171
25607,0.1270846171
26680,0.1270846171
25021,0.1270846171
25674,0.1270846171
24857,0.1270846171
25904,0.1270846171
25160,0.1270846171
25853,0.1270846171
25051,0.1270846171
24817,0.1270846171
25107,0.1270846171
25159,0.1270846171
25161,0.1270846171
25810,0.1270846171
25676,0.1270846171
26651,0.1270846171
25090,0.1270846171
25669,0.1270846171
25044,0.1270846171
25193,0.1270846171
24983,0.1270846171
25524,0.1270846171
25213,0.1270846171
25053,0.1270846171
25043,0.1270846171
25632,0.1270846171
24866,0.1270846171
25062,0.1270846171
26690,0.1270846171
24726,0.1270846171
25136,0.1270846171
24892,0.1270846171
25168,0.1270846171
25287,0.1270846171
25902,0.1270846171
24931,0.1270846171
24836,0.1270846171
25634,0.1270846171
25844,0.1270846171
25654,0.1270846171
25840,0.1270846171
24985,0.1270846171
25701,0.1270846171
25907,0.1270846171
25132,0.1270846171
25126,0.1270846171
24844,0.1270846171
25573,0.1270846171
25942,0.1270846171
25644,0.1270846171
26678,0.1270846171
24941,0.1270846171
25088,0.1270846171
25920,0.1270846171
24879,0.1270846171
25864,0.1270846171
24801,0.1270846171
24882,0.1270846171
24816,0.1270846171
24878,0.1270846171
25704,0.1270846171
24850,0.1270846171
24943,0.1270846171
25560,0.1270846171
25606,0.1270846171
25154,0.1270846171
25005,0.1270846171
25678,0.1270846171
25119,0.1270846171
25647,0.1270846171
25030,0.1270846171
25387,0.1270846171
25510,0.1270846171
25019,0.1270846171
24862,0.1270846171
24984,0.1270846171
25231,0.1270846171
25140,0.1270846171
25173,0.1270846171
24884,0.1270846171
25083,0.1270846171
25059,0.1270846171
25067,0.1270846171
25106,0.1270846171
25971,0.1270846171
25571,0.1270846171
25826,0.1270846171
25285,0.1270846171
25244,0.1270846171
25630,0.1270846171
25520,0.1270846171
25114,0.1270846171
25031,0.1270846171
24945,0.1270846171
25670,0.1270846171
24894,0.1270846171
25917,0.1270846171
25703,0.1270846171
25870,0.1270846171
24935,0.1270846171
25035,0.1270846171
25085,0.1270846171
25265,0.1270846171
25130,0.1270846171
24874,0.1270846171
25813,0.1270846171
25825,0.1270846171
25503,0.1270846171
24834,0.1270846171
24808,0.1270846171
25526,0.1270846171
25921,0.1270846171
25143,0.1270846171
25545,0.1270846171
25690,0.1270846171
25540,0.1270846171
25214,0.1270846171
25252,0.1270846171
25857,0.1270846171
25839,0.1270846171
25169,0.1270846171
25846,0.1270846171
25203,0.1270846171
25841,0.1270846171
24818,0.1270846171
25025,0.1270846171
25180,0.1270846171
25913,0.1270846171
25008,0.1270846171
24898,0.1270846171
25696,0.1270846171
25124,0.1270846171
24854,0.1270846171
25133,0.1270846171
25264,0.1270846171
25517,0.1270846171
25501,0.1270846171
24738,0.1270846171
25514,0.1270846171
25969,0.1270846171
25702,0.1270846171
25908,0.1270846171
25064,0.1270846171
25827,0.1270846171
24739,0.1270846171
25557,0.1270846171
25832,0.1270846171
25911,0.1270846171
25185,0.1270846171
25831,0.1270846171
24880,0.1270846171
25876,0.1270846171
25303,0.1270846171
25174,0.1270846171
25036,0.1270846171
25304,0.1270846171
26656,0.1270846171
24918,0.1270846171
25156,0.1270846171
25139,0.1270846171
25111,0.1270846171
25958,0.1270846171
25984,0.1270846171
25537,0.1270846171
25040,0.1270846171
25241,0.1270846171
25054,0.1270846171
25148,0.1270846171
24839,0.1270846171
24815,0.1270846171
25022,0.1270846171
25507,0.1270846171
25638,0.1270846171
25882,0.1270846171
26684,0.1270846171
25045,0.1270846171
25559,0.1270846171
25521,0.1270846171
25918,0.1270846171
25302,0.1270846171
25666,0.1270846171
25650,0.1270846171
25202,0.1270846171
24826,0.1270846171
25755,0.1270846171
25901,0.1270846171
25854,0.1270846171
26261,0.1270846171
25534,0.1270846171
24963,0.1270846171
25909,0.1270846171
25239,0.1270846171
25502,0.1270846171
25320,0.1270846171
25637,0.1270846171
25932,0.1270846171
25564,0.1270846171
24701,0.1270846171
25396,0.1270846171
25306,0.1270846171
25121,0.1270846171
25565,0.1270846171
25862,0.1270846171
24849,0.1270846171
25123,0.1270846171
25115,0.1270846171
25028,0.1270846171
25625,0.1270846171
25951,0.1270846171
25529,0.1270846171
25837,0.1270846171
25612,0.1270846171
25253,0.1270846171
24831,0.1270846171
25305,0.1270846171
25845,0.1270846171
25033,0.1270846171
24828,0.1270846171
24813,0.1270846171
25060,0.1270846171
24716,0.1270846171
24747,0.1270846171
25049,0.1270846171
25801,0.1270846171
25075,0.1270846171
25555,0.1270846171
25653,0.1270846171
25002,0.1270846171
25848,0.1270846171
25177,0.1270846171
24910,0.1270846171
24951,0.1270846171
25266,0.1270846171
25880,0.1270846171
24888,0.1270846171
24823,0.1270846171
25071,0.1270846171
25512,0.1270846171
25506,0.1270846171
25093,0.1270846171
24733,0.1270846171
25938,0.1270846171
25671,0.1270846171
25312,0.1270846171
25544,0.1270846171
25076,0.1270846171
25102,0.1270846171
25699,0.1270846171
24830,0.1270846171
24843,0.1270846171
25621,0.1270846171
24873,0.1270846171
25245,0.1270846171
25811,0.1270846171
25134,0.1270846171
25142,0.1270846171
24724,0.1270846171
25922,0.1270846171
25928,0.1270846171
25086,0.1270846171
25024,0.1270846171
25511,0.1270846171
24867,0.1270846171
25639,0.1270846171
24712,0.1270846171
25652,0.1270846171
25530,0.1270846171
25628,0.1270846171
24827,0.1270846171
25205,0.1270846171
24714,0.1270846171
24851,0.1270846171
25183,0.1270846171
25523,0.1270846171
26164,0.1270846171
25978,0.1270846171
24870,0.1270846171
25868,0.1270846171
25309,0.1270846171
24715,0.1270846171
25007,0.1270846171
25047,0.1270846171
25039,0.1270846171
25617,0.1270846171
25243,0.1270846171
24871,0.1270846171
25081,0.1270846171
25248,0.1270846171
25208,0.1270846171
24736,0.1270846171
25878,0.1270846171
25187,0.1270846171
25149,0.1270846171
25851,0.1270846171
25836,0.1270846171
25015,0.1270846171
25865,0.1270846171
25508,0.1270846171
25301,0.1270846171
25661,0.1270846171
25979,0.1270846171
25550,0.1270846171
25260,0.1270846171
25009,0.1270846171
25118,0.1270846171
25206,0.1270846171
24845,0.1270846171
25976,0.1270846171
24991,0.1270846171
25505,0.1270846171
25962,0.1270846171
25110,0.1270846171
25003,0.1270846171
25125,0.1270846171
25181,0.1270846171
25271,0.1270846171
24977,0.1270846171
25820,0.1270846171
25262,0.1270846171
25048,0.1270846171
25082,0.1270846171
25692,0.1270846171
25103,0.1270846171
24737,0.1270846171
25823,0.1270846171
24848,0.1270846171
25541,0.1270846171
24751,0.1270846171
25817,0.1270846171
25649,0.1270846171
25162,0.1270846171
25714,0.1270846171
25715,0.1270846171
25716,0.1270846171
25717,0.1270846171
25710,0.1270846171
25711,0.1270846171
25712,0.1270846171
25713,0.1270846171
25718,0.1270846171
25719,0.1270846171
25691,0.1270846171
25321,0.1270846171
25323,0.1270846171
25322,0.1270846171
25325,0.1270846171
25324,0.1270846171
25327,0.1270846171
25326,0.1270846171
25329,0.1270846171
25328,0.1270846171
24847,0.1270846171
24846,0.1270846171
25927,0.1270846171
25614,0.1270846171
25802,0.1270846171
25729,0.1270846171
25728,0.1270846171
25725,0.1270846171
25724,0.1270846171
25727,0.1270846171
25726,0.1270846171
25721,0.1270846171
25720,0.1270846171
25723,0.1270846171
25722,0.1270846171
24895,0.1270846171
25572,0.1270846171
25375,0.1270846171
24811,0.1270846171
25866,0.1270846171
25972,0.1270846171
25977,0.1270846171
25833,0.1270846171
25389,0.1270846171
25772,0.1270846171
25773,0.1270846171
25770,0.1270846171
25771,0.1270846171
25776,0.1270846171
25777,0.1270846171
25774,0.1270846171
25775,0.1270846171
25778,0.1270846171
25779,0.1270846171
25943,0.1270846171
25708,0.1270846171
25011,0.1270846171
25860,0.1270846171
24731,0.1270846171
24732,0.1270846171
25709,0.1270846171
25706,0.1270846171
25356,0.1270846171
25357,0.1270846171
25350,0.1270846171
25358,0.1270846171
25916,0.1270846171
25919,0.1270846171
25667,0.1270846171
25818,0.1270846171
25707,0.1270846171
24881,0.1270846171
24887,0.1270846171
25562,0.1270846171
25569,0.1270846171
25365,0.1270846171
25364,0.1270846171
25361,0.1270846171
25360,0.1270846171
25362,0.1270846171
25651,0.1270846171
25079,0.1270846171
24719,0.1270846171
25688,0.1270846171
25686,0.1270846171
25685,0.1270846171
24829,0.1270846171
25332,0.1270846171
25333,0.1270846171
25330,0.1270846171
25331,0.1270846171
25336,0.1270846171
25337,0.1270846171
25334,0.1270846171
25335,0.1270846171
25338,0.1270846171
